12,-1,@sa_vadorr ياعزتي لك حسبنا الله ونعم الوكيل ع من غرر بدينك وفكرك الله يلطف بحالك وحال امك وأهلك واحبابك اتعبتيهم ذبحتهم وهم أحياء  الله يلسط ع  من ساعدك وغرر بك عذاب الهون في الدنيا والآخرة
13,-1,@sa_vadorr عايشه حماك الله وردك رد جميل لدينك وطنك  وأهلك  دعي الخلق للخالق ولا لك شغل بأحد سواء معنفه او منعمه اهتمي بنفسك ودينك ومستقبلك في الاخره قبل الدنيا  لا يغرنك خطوات شياطين الإنس حولك ومطبلين فحضن الأم والوطن لا يقدر بثمن
17,-1,"@sa_vadorr بر الوالدين ...
أولى الواجبات وأول المروءات ومنتهى الفضائل ، باب التوفيق وحزمة المكارم ، كل خير بدونها مزيف ، وكل سماحة لم تسمح بها ادعاء"
18,-1,@sa_vadorr @wafa_alkhalifi مجرد كلام جميل مهذب من سيدة محترمة اخرج كل القبح الذي داخل نفسك المريضة هل هذه هي الحرية اللعينة .
19,-1,@sa_vadorr ليش تتكلمين عن قطر  تكلميي فقط عن ذاتج قطر فيها كل لحريات لى يبي المسجد يدلة وطرق كلها إمامة الحق وضح فية يوم لا بد الإنسان يراجع نفسة
20,-1,@sa_vadorr في هذا الكلام انتي كذابة القطرية تحب الستر ودين اللة  وتحب الوطن وتحب الاستقرار في بيت دافئ أسرة والأهل والولدة لى تربي على السعادة ابناها  ضعتي وضيعتي نفسك
21,-1,@sa_vadorr خسارت تربية  كرهتي البشر في بناتهم حسافة على أهل دين كيف يطلع أحد مثلج  بيتكم نظيف وانتي تربيتي على نظافة وثقافة وكنتي طفلة جميلة يا فلانة ولا حد الآن ونتي سنعة ليش سويتي كذا  بتنادمين في حين الندم ما يفيد
22,1,@sa_vadorr @lowkeyinfamous احسنتي
23,0,"@sa_vadorr But “عايشه"" looks prettier 🥺"
25,-1,"@sa_vadorr أعجب حينما أرى المماليك يدعون إلى الحريه
نحن نعلم وانتي تعلمين اننا نعلم
انكي في قعر العبوديه
الغربيون الذين ترينهم مصدر الحريه منشغلون بأنفسهم
وانتي ومن هم مثلك انشغلتم بمجتمعاتنا
هل تعلمين لماذا؟
لأنكِ أداة يحركها أعداء الإسلام لمحاولة تشويه المجتمعات الإسلاميه
لاتدّعّون الحريه"
26,-1,@sa_vadorr فضيحه على رووس الخلايق الله ياخذ نفسك عاجل غير اجل.
27,-1,@sa_vadorr ستعضين اصابع الندم ، عندها تعرفين قيمه العائله وقيمه احترام الدين ، وقيمه الاستقرار النفسي والجسدي ، لسا مع بدايه الطريق ويكثر المطبلون لك ، وفي الاخير خسرت كل شي ولا خط للرجعه ، لن ينفعك الظهور الاعلامي ستلعنين ان اله او منصه اعلاميه لانها اعطتك الفرصه لتهويل الموضوع حتي خسرتي .
29,1,"@sa_vadorr @Spark93e Pretty wish you the best
Please be safe"
30,-1,"@sa_vadorr @SD_freedom_ جميع اللواتي يخرجن عن اوطانهن
بهدف البحث عن الحريّه 
يبدأن بنزع الضوابط الشرعيه
يعدنَ إلى التواصل المستمر مع مجتمعاتهم بقمعيه وتجرد من مبدأ الحريه الذي كانن يبحثت عنه
وهذا يدل على انهن مجندات وابواق ستنتهي فائدتها يوماً وترمى جانباً"
31,-1,"@sa_vadorr A narrow-minded lady.
""Who thinks her hijab is a barrier of freedom""."
34,0,"@sa_vadorr It was never a must, covering your face was your choice. https://t.co/S3eanJGJ1h"
35,-1,@sa_vadorr بتستبردين وبتغطين وبتذكرين ... والله يهديك الى السراط المستقيم
36,1,@sa_vadorr That's good.That is a kind of your emancipation.
38,-1,@sa_vadorr امحق بنت في ذمتي ... قعدي مكانج لين تعفنين ووالديج غضبانين عليج ... بس الخساره انج بنت قبيله لها صيتها جعلج العفن
42,-1,@sa_vadorr مافي قلبج ذرة رحمه لوضع هلج !! ابوج امج اخوانج ؟؟ ماتتذكرين ايامج وياهم !؟ لا تقولين معنفه وتبربرين بكلام فارغ لان كله خرطي بخرطي 🙂 ويوم سويتي شي يسود الوجه وذلفتي لا تصورين وتنشرين احترمي شيبات ابوج وسمعة هلج الله ياخذج
43,0,"@sa_vadorr (وقضى ربك الاتعبدالااياه وبالوالدين احسنا)
(وماخلقت الجن والانس الاليعبدون)
حاولي تكثرين من قول لاحول ولاقوه الابالله وراح تعرفين الصواب من الغلط.."
45,1,"@sa_vadorr If the cover suppresses you, then please choose out of it. But real life is about doing things that will take it forward - education is number 1 for uncaging yourself, a good job, and marriage to someone who understands and appreciates you and won't drive you back to the cage."
46,1,@sa_vadorr عقبالي
48,-1,@sa_vadorr الحمدلله انج اعترفتي انها فتره صعبه وبتصير اصعب .. شغل ومكده وصرف وفوق هذا ترجعين غرفتج لا احد يستقبلج ووقت التعب محد يطبطب عليج .. بتشتغلين شغل الريال والمره .. وبتعرفين شقد المره مهانه عندهم ومعززه عندنا👌🏻 بس مب الحين ..
50,0,"@sa_vadorr @amandaknox Precisely what religion has you cover up like this? And why (their reasoning behind it).  Not being an ass, I really want to know, I'm ignorant when it comes to ""this"" ""these"" religions.  Sorry I really don't mean to offend, just learn."
52,1,"@sa_vadorr Those who are attacking on her that she stopped wearing Fckin #Hijab..I mean being girl is crime ?
Muslim women have been become machinery of borning children and many do not like it but they don’t have other choice.
This is not easy!
U need courage to do this #FreeFromHijab"
53,1,"@sa_vadorr @Zackula2 some might feel good in hijab and niqab. But some also don't. Both are right
And both of these two types of women are equal in value and can do anything the other one can given the opportunity."
54,1,"@sa_vadorr you are being inspiration for many women from all over the world.

Many women are facing this problem that they can not break thei barrier bcoz of fckin orthodox society.

#FreeFromHijab"
56,-1,@sa_vadorr والله ان اهلك عز الناس وبلادك عز البلاد وحكومتك عز الحكومات مدلعة شعبها اخر دلع بس الله يهديكي ويصلح حالك راح تندمين أشد الندم بعد كام يوم الكل راح ينساكي وراح تعيشي وحيدة كئيبة تتمنين بس تسمعين كلمة من امك المسكينة
57,0,@sa_vadorr u r free to choose and other also but every thing has price
58,1,@sa_vadorr انا معك ي فضيه
59,-1,@sa_vadorr عائشه حبيبتي اسمعي وأفهمي كلامي جيداً. الأسلام هو من صنع كلمة الحرية والمساواة وليس الغرب وليس لمن لجأتي عندهم، ولكن عندما لايطبق بعض العرب هذا المعنين لايكون جزائهم الهروب منهم لانهم أهلك بأختصار بل نقف ونوعيهم ونتحمل فكرهم فمن لهم غيرك ومن لك غيرهم.
60,-1,@sa_vadorr التقيتي من كيفج الكلام .. على اساس انتي حقوق الانسان تمشين وتلتقين من انتي اصلن .
65,-1,"@sa_vadorr كان جمال رباني محدود ما يشوفه إلا الأهل والأقارب ،، 
واللحين صار جمال عام الكل يشوفه ،،
هذه رغبتك ،، والله اللي خلقك كفيل بك ،"
66,-1,@sa_vadorr مهما طالت بك الحرية ومهما استمتعي لن تنالي رضا الله لأن رضا الله من رضا والديك
71,-1,@sa_vadorr الله يهديچ وترجعين لرشدچ قبل الوقوع فيما هو أسوء من الهروب من الأهل ،
73,-1,"@sa_vadorr كلامك يدل على عدم اتزان عقليتك والله اعلم .
أهداف بائسة ."
74,-1,@sa_vadorr الله يهديج اي نعم متنقبين و نفتخر بهالشي الحمدلله ماقول غير الله يهديج
75,-1,@sa_vadorr قل نار جهنم أشد حرا ...الله يهديكِ
76,1,"@sa_vadorr الحمد لله 
انك نجيتي"
78,1,"@sa_vadorr صحيح 
الله يحفظك من كل شر"
79,-1,@sa_vadorr الله يهديكي ياعائشة ويردك الى اهلك سالمة ويصلح حالك ...راجعي حالك لو تلفي العالم ماراح تلاقي احن عليك من حظن اهلك ومن دفى وطنك   اهلك الي حافظوا عليك ٢٢ سنة وبلدك الي عطاتك كل خيراتها... امك الي مايعلم بحالها غير الله .. الله يحفظ بنات المسلمين ويبعد عنهن اولاد وبنات الحرام
80,0,@sa_vadorr يااخت عائشه رسالتي لك تركتي الحجاب ياختي انتي حره وشي راجع لك ومدى قناعتك بوجوبه لكن تجلسين تغررين ببنات المسلمين من اجل يتركونه هذا الشي مانرضى فيه مثل مو انتي حره المتحجبه ايضاً حره لا تشوهين صورة الحجاب وعند الله لا يضيع اجراً ودعوتي لك ان الله يهديك للهدى
82,1,@sa_vadorr الحقوق تؤخذ،، ولا تعطى
84,-1,@sa_vadorr انا اللي ابي اعرفه انتي شحقه تنزلين تغريدات جذي تبين بنات الخليج يسوون اللي سويتيه حامض علي بوزج انتي بتعيشين هالعيشه الصايعه الضايعه المدمره اقلبي وجهك وكافي فظحتي اهلك واخوانك الله يكون بعونهم
154,1,@sa_vadorr Proud of you.
159,1,@sa_vadorr Always here for you 🙏🏽.
162,1,"@sa_vadorr Because we can definitely sympathize with each other as women and feel what someone has gone through ( at least some women are ) , &amp; May what’s hard on you pass , until then , stay safe❤️"
164,1,"@sa_vadorr الله يحفظج وايسر دربج ..
حتى مانقدر نجبر بخاطرج بالكلام عشان مايقولون #نحرضج و #نسويات ومدري شنو ..
بس قلبي وياج🌸🥺"
177,1,@sa_vadorr Never let yourself down! Courage!
197,1,@sa_vadorr Proud of you! ❤️
222,1,@sa_vadorr اعرف قطريات قلوبهن معك لكن خايفين يعلقون عندك بحساباتهم ويتضررون او يتعرضون للهجوم
226,1,@sa_vadorr @Outsider_S1 Really proud you're one of the bravest that exists in our region it's not easy to leave your homeland to live like a proper human and speak up to the repression wish you all the luck in the world
234,1,"@sa_vadorr @Outsider_S1 Now this is what we call a change  
Congratulations 🍾🎊"
270,1,@sa_vadorr Queeen of being brave ✨✨
271,1,حسيت بالحر بس وانا اشوف الصورة، ايام سيئة، اسفة لكل بنت ما زالت مرغمة على تغطية وجهها.
272,,@sa_vadorr ايووووه شكلك بتغيظي فيهم بس بشياكه 🤣🤣🤣🤣
273,,@sa_vadorr @Starseed_H الله يردك لصوابك ويهديك
274,,@sa_vadorr العبي بعيد ياشطوره
275,,"@sa_vadorr لا طبعاً الشرطة مش ضد المعنفات هي الدولة سايبة والبشر عايشين بهمجية وعنصرية ؟!!!! 
احنا عايشين بقطر وفي رجال ضربوا حريمهم وانسجنوا وكتبوا تعهد وتأدبوا. ما ينفع التعميم الغبي بهذا الشكل وانه الدولة مافيها قوانين وعقوبات !"
276,,@sa_vadorr انتي لين الحين تنابحين 😂
277,-1,@sa_vadorr والله انتو السبب ولا قبل واثقين فينا ومحد يقولنا شي
278,-1,@sa_vadorr من يكتب لك واضح انك رحتي فيها
279,-1,"@sa_vadorr حسبي الله عليج اللي خليتي اللي يسوى واللي مايسوى يلعنون اهلج .. 
عساهم بس يتبرون منج وتنصك هالسالفه لا مأسوفاً عليكِ.. 
من كنتي صغيره قويه ومرادده المدرسات ووقحه ماكان يشفع لج إلا شطارتج وطيبة اهلج ..
ليتهم ضاربينج صج ومعنفينج مثل ماتقولين ماكان هذا حالج."
280,-1,@sa_vadorr يالله حبايبي خلونا ينكسر خاطرنا عليهم ،، ثنتين قطوا الحجاب وينابحون ليل ونهار ووحده أعلنت ألحادها وتقول عن الإلحاد عقيدة ،،😷😷
281,1,@sa_vadorr @Marzzx__ I'm with you heart and soul. You do good choice to get out  middle east
282,0,@sa_vadorr سكريه اصلا كل اللي يتابعونج يتطمشون عليج
283,0,@sa_vadorr وهناكك تعوسيين لحد الان لا يصدقون هذا ويشوفونها قصص من نسجنا نحن النسويات واحس...
284,0,"@sa_vadorr بدينا بالافلام عاد 🙄

على قولة المصريين كده اوووفر 😂"
285,0,@sa_vadorr 🥰🥰🥰
286,0,@sa_vadorr اخر شي اكنسل الموضوع من الخوف https://t.co/6FWxjJxciA
287,0,@sa_vadorr لاتركبين الدولة اخطاء شخص أساء لج
288,0,@sa_vadorr بدون فلوس
289,-1,@sa_vadorr انتي مب ذلفتي الحين! شتبين بعد
290,-1,@sa_vadorr انزين مب حصلتيلج بلاد على كيفج وناس على كيفج واجواء على كيفج. اشتبين قاعده تبربرين 😂😂 انزين سؤال ليش حاجب واصل السما وحاجب نازل. حركات تصوير وله ويهج عوي من الله🤔🤔
291,0,@sa_vadorr ان شاء الله تلحقينها 😂😂
292,0,@sa_vadorr Thank you 🥺🥰🥰
293,0,@sa_vadorr طاعة المرأة لزوجها وردها الحسن وحسن كلامها مع زوجها وتوددها له سيقيها السوء.
294,-1,@sa_vadorr لو بلادنا مافيها حريه ماقدرتي تشردين 😅
295,0,@sa_vadorr أختي الصغيرة عائشة، يؤسفني حقاً أنك شعرتِ بأن الفرار من الوطن هو الحل الوحيد، لم يكن كذلك، لا تسمحي لقلبك أن يتمنى هذا المصير لغيرك، ثمة حلول لم تجرّبنها، ثمّة أبواب لم تطرقنها، هذا النفق الذي استعجلتي بإحراقه كان في آخره نور.
296,0,@sa_vadorr يارب
297,-1,@sa_vadorr لا معنفة ولاشئ تبغون حريه جنسية على كيفكم مثل البهائم من تكبري في العمر وبتعقلي بتعرفي إن شرائع الدين رحمه وهدى وكرامة للمرأة ويوم القيامة بتعرفي ان الله حق.
298,-1,@sa_vadorr طيب عطينا امثلة للمعنفات خلينا ننقذهم من براثن اللي يعنفونهم واهم شي مايكونون مراهقات لأن لو كانوا يو١٤ لحد ١٨ انا اللي بصفقهم ذيك الساعة وخل يشردون مسودات الويه
299,0,@sa_vadorr وين صارخنا لاتجذبين عن لسانا احنا مانضارخ احنا دائما نتكلم بهدوء
300,-1,@sa_vadorr قطر بلد متطور وبطبيعة الحال فإن حقوق الإنسان خط أحمر، لسنا في غابة، القانون لايمكن أن يكون مع العنف، لايمكن، من الافتراء تعميم تجربة شخصيةأو خطأ فردي على رجال الشرطة حماة الوطن، ثم إن النساء بمناصب قيادية في الدولة عددهن كبير جداً ليس الأمر كما وصفتِ.
301,-1,"@sa_vadorr بسم الله الرحمن الرحيم 
وشو ذي الكلام اللي يخرع اول مرة اقرأ كلام كله خرابيط ولا يمت لنا كقطريات بشي 
انتي شكلج ملبوسه لازم نعالجج بصراحة 

ودوها الصين على اقرب طيارة مانبيها"
302,-1,@sa_vadorr لا عيب في تبرج المراة ولاكن العيب انها خرجت من بيت فيه رجال لعنة الله عليك وعلى من رباك الى يوم الدين
303,0,@sa_vadorr انا شخصياً اعرف عائله كانت تعاني من تعنيف والدهم ( عدم السماح لهم بالخروج الا بمحرم ) هذا سببهم وبنظرهم انه تعنيف .. اشتكو للشرطه على ابوهم بمساعدة الام وتم مساعدتهم واعطائهم منزل + نفقه + طلاق من الاب والله على مااقول شهيد.
304,0,@sa_vadorr @tot_Albaha اكتشاف خطير .. ما ادري من وين جبتي هالاكتشاف اذا عانيتي فغيرك معزز ومكرم واذا انكرتي اهلك فغيرك يفدي أهله واذا بعتي دينك فغيرك دينه حياتة..لاتقيسي الناس بك ولا بفعلك ولا بغبائك ولا تظني انك باقية للأبد فلا تفرحي بما أوتيتي فالقادم سترينه وتدركين انك ممن يحسبون انهم يحسنون صنعا.
305,-1,@sa_vadorr اين اهلك مايقطعون لسانك ويرجعونك للبيت هم يدووسون على وجهك بجزمه لحد مايطلع لك عقل عشان تعرفين التبرج وتحريض البنات على الهروب الله يوخذك ياقليلة الأدب
306,-1,@sa_vadorr ياخي عورتي راسنا مب طلعتي ومستانسه بالحريه  استنانسي  ليش قاعده تحترقين جنج على فرن خلاص استانسي مالج خص ببنات قطر  بناتنا مساتنسين  لاتحاتين اهتمي  بنفسج
307,0,@sa_vadorr حقوق المرأةاكذوبة صقلهاالغرب والطامعين لجسدالمرأة وقدرأينااثارهاعلى مجتمعاتناالعربية المتعددة الاديان فأصبحت من مظاهرالترف ولكن لاتصلح لناكمجتمع خليجي دينناالالاسلام فقط هل الحرية ترك الحجاب والحشمة واباحة اختلاط الجنسين فإذالاتقتنع البنت بشرعية ذلك فالتتعامل معهاانهاعادات حسنة
308,0,@sa_vadorr سبحان الله كل وحده تقول انها معنفه ومايعطونها حقوقها وكل هالدراما اول شي تسويه من تشرد تفصخ الشيله يعني رب العالمين مايشوفج في بريطانيا ولا شنو بالضبط ! وشدخل العنف في الحجاب🤔؟!!!
309,0,@sa_vadorr والله انا لولقيت اللى عنفك لاطلع ميتين امو
310,0,@sa_vadorr يعني الي في الاسناب مو انتي  🤔🤔
311,0,RT @sa_vadorr: لو حديث النفس يسمع لا اختفى الناصحون والوعاظ، لبانت نوايا كل شخص وحقيقته البعيده عن الكمال، لا تخدعك نفسك فتضن انك العبد الم…
312,0,RT @sa_vadorr: كم يؤسفني اننا لا نلتقي، بالرغم من ان الكون يريدنا ان نفعل ذلك.
313,0,RT @sa_vadorr: شتبين توصلين له ؟؟ — الى اللانهائية وما بعدها https://t.co/UvuIZKVDIa
314,1,RT @sa_vadorr: this is enough to give you a clue of the gender discrimination that we have in this nation. #CEDAWQatar
315,0,"RT @sa_vadorr: دائما يقولون لي ""أنتي تقلدين النسويات السعوديات"" كإنتقاد، وانا بالعكس انظر الى الموضوع كمدح، لي الفخر ان اتسم بصفات النسوية…"
316,0,RT @sa_vadorr: الأمور قد تتغير، خل عندك أمل، السعودية راح تستضيف نيكي مناج، المستحيل قد يحصل يا اخوان خلكم صبورين.
317,0,RT @sa_vadorr: : ليش ماعندكم مساواة بين الجنسين؟ ربعنا: اذا ما تبون توافقون مع احترامنا لعاداتنا وتقاليدنا ترا مشكككلتكككوووم.
318,0,RT @sa_vadorr: الواحد يضطر يفرص نفسه شوي علشان يتأكد اذا هو في نفس العالم والمجتمع الي يوصفونه او لا. حالة انكار غير طبيعية، انكار ان المرأ…
319,0,"RT @sa_vadorr: I hope the topic of gender discrimination here gets more attention, aren’t we just sick of covering facts and pretending tha…"
320,0,RT @sa_vadorr: is this the response of a government or my aunt speaking in a family gathering? #CEDAWQatar
321,0,"RT @sa_vadorr: ppl are mad because a black woman was casted for the role of Ariel, honey race is not involved here, relax it’s a fish."
322,0,RT @sa_vadorr: رفقا بطلاب الصيفي، فإنهم يتألمون بصمت.
323,0,RT @sa_vadorr: trying to keep my skin clear and my grades up is a very hard mission.
324,0,"RT @sa_vadorr: my stress relief candle is staring at me like ""you really think i could help ha?"""
325,0,RT @sa_vadorr: الواحد من يضيق صدره شوي، يضطر يتحمل محاظرات عن كيف سبب حزنه هو البعد عن الله، ويضطر يسمع تنمر وشتم عن كيف هو السبب وراء ضيقت…
326,0,RT @sa_vadorr: يعتبرون المرأة بضاعة، والبضاعة المستردة يجب ارجاع المبلغ عند استرجاعها.
327,0,RT @sa_vadorr: لا ارجوكم بعدين تصير المرأة القطرية تطلب عدم ممانعة ولي الامر من مطراش علشان تطلب برقر وفرايز، خبركم كل الاحكام الي توضع للق…
328,0,RT @sa_vadorr: معليش يا بنات القانون يشوف انه المرأة القطرية جسمها سكسي بزياده اذا طلعت على دراجة راح تصير حوادث، معليش هم يخافون على امن ا…
329,0,RT @sa_vadorr: شككتوني في نفسي، الي اعرفه انه المرأة القطرية هي الي تحتاج ورقة عدم ممانعه من ولي الامر علشان تاخذ ليسن، اما الرجل القطري بع…
330,0,"RT @sa_vadorr: من الملل افكر افتح حسابي ف الكيريس كات، بس متأكده نصه ""انتي كافرة"" والنص الثاني ""اطلعي من قطر"" انتي ""مصريه/يمنيه/مغربيه"""
331,0,"RT @sa_vadorr: يتفاخرون ان اسيادهم لا يلقون بهم في السجن، وان هذه هي ""الحرية"". يا عزيزي ما دام انك ترى ان لهم فضل عليك لمجرد (انهم لم يزجوا…"
332,0,RT @sa_vadorr: مستحيل اشوف الناس الي احبهم بالصدفه، بس الشخص الي ما ادانيه يطلع لي من حيث لا اعلم.
333,0,RT @sa_vadorr: يوم كنت بزر كنت ارتب اغراضي واقول لاهلي بشرد عنكم، ياحليلي كان عندي وجهة نظر، يا ليتني سويتها حزتها.
334,0,"RT @sa_vadorr: لن ينقذك الا انت، ولن يفهمك ""تماما"" الا انت، ولن يكتم اسرارك سواك، فكيف تقسو على هذه النفس؟ كيف تقسو على ذاتك؟، ذاتك التي ست…"
335,0,RT @sa_vadorr: شفت اعلان طلب ممثلين قطريين وانا طالعه من امتحان الجبرا، حان وقت اعتزال جامعة قطر والهروب الى عالم الفن والشهرة.
336,0,"RT @sa_vadorr: it took me years to fully accept and love myself, and i'm forever grateful for such process, it made me grow as a person, it…"
337,0,"RT @sa_vadorr: اذا شفتوا وحده مش حاطه مكياج لا تقولون لها ""ويهج تعبان"" لا هي وجها ""طبيعي"" مش ""تعبان"" لسانكم ""التعبان"""
338,0,"RT @sa_vadorr: they dont even say that because they are concerned, no they just wanna spread criticism and negativity"
339,0,RT @sa_vadorr: اطفي الليتات واتلحف واخلص فقرة التفكير وفجأة من حيث لا اعلم اجوع.
340,0,RT @sa_vadorr: حظرت عرس وركزت في كلمات الاغاني، وأغلبها مدح وغزل في العذراء وكل فتاة لم تفقد عذريتها، والستيج مليان ورقص، وانا مصدومه كيف ا…
341,0,RT @sa_vadorr: اسوء ما قد يحصل في الحياة بعد الموت، هو ان تعاد نفس الحياة السابقة من جديد.
342,0,"RT @sa_vadorr: حتى اكثر العوائل ""الفري"" على قولتهم، هم مش ""فري""، فكرة انه ""سامحين"" للبنت انها تسوي الشيء الفلاني او تختار الشيء الفلاني هذا…"
343,0,RT @sa_vadorr: هييييييييهاء اوصيكم بالهجرة ثم الهجرة ثم الهجرة، هذول شكلهم مافيه امل ينظرون للمرأة انها كيان بشري له حقوق وحريات.
344,0,RT @sa_vadorr: امهاتكم يشغلون مقاطع دينية كل ما شافوكم، واسمعي يا جارة؟ ولا انا بس، حشى حماله الحطب مب بنتكم.
345,0,RT @sa_vadorr: في اشخاص فعلا ودك تتطالب بتعويض على الوقت الي ضاع معاهم.
346,0,"RT @sa_vadorr: اتناقش مع وحده متزوجة الا تقول لي ""في حريم ما يمشون الا بالعين الحمراء، لازم تنضرب علشان تمشي عدل، وان كنتن تخشون نشوزهن، ان…"
347,0,"RT @sa_vadorr: ""فخر العرب"" طلع يسمي جريمة التحرش ""mistake"" ويطالب بإعطائه فرصه اخرى ، فخر ايه الي انتا جاي تقووول عليه."
348,0,RT @sa_vadorr: نتبادل الاغاني لا القُبل، لأن القُبل ستهوي بنا الى جهنم، ولأنها معصية وعهر في بلادي، اتعلم حتى الاغاني لها نفس الاثر؟ أترى م…
349,0,RT @sa_vadorr: عندما كنت صغيرة، كنت ارسم واترك لوحاتي لألعب بنيّه العودة اليها، وعند رجوعي في كل مره اجدها مقلوبه على الارض، ويأكلني الغيظ…
350,0,RT @sa_vadorr: المتحرش العربي هو المجرم الوحيد الذي تجد له سند وقاعده جماهيريه وناس تطالب بالمغفرة والصفح عنه. الله على الحنان والمغفرة وال…
351,0,RT @sa_vadorr: تأديب يا عالم.
352,0,"RT @sa_vadorr: كل الردود عبارة عن ""حلوا المشكلة بشكل ودي"" وكلام كثير من الافضل ما اشاركه هنا."
353,0,"RT @sa_vadorr: مصدعين راسنا بجملة ""تمكين المرأة"" واخرتها على التلفزيون المحلي كاش خلونا نشتغل علشان نشتري ""شنطة ماركة""، للامانه غير مصدومة…"
354,0,RT @sa_vadorr: طبعا بغض النظر عن العمل الارهابي الشنيع هذا بكبره، لكن لفت نظري وضع الوقوف ضد التطبيع سبب من اسباب القدوم على عمل ارهابي. اي…
355,0,RT @sa_vadorr: خليت كتبي وراي :(
356,0,RT @sa_vadorr: افضل محلات الكتب العربية في لندن؟ ساعدوني.
357,0,RT @sa_vadorr: اول شهر من السنة ومابقى شي ماصار، شهالحماس.
358,0,"RT @sa_vadorr: ""You sound so much happier"", that's because I am💜."
359,0,@sa_vadorr الحقوق نسبية، ماتعتبرينه حق قد اعتبره انتهاك لمبدأ،وماتعتبرينه مبدأ قد اعتبره انحراف، وسيقى كل طرف متحيز بالضرورة لموقفه.. في النهاية لايصح الا الصحيح.. بعد ان تنضج تجربتك (النضالية) ستكتشفين ان المجتمعات كلها مليئة بالجمال والقبح والحكم دائماً يبقى لزاوية الرؤية.. تصبحين على خير
360,0,@sa_vadorr ليش ينضربون؟ هل لأنهم يصلون ويصومون أم لأنهم فعلوا خطأ ما وهل عندما يفعل الولد ذلك لا يتعرض للضرب وهناك عنصرية من قبل الاب العطوف على ابناءه؟!
361,-1,@sa_vadorr الي كنت ضايفتهم ويسون حق هالاشكال ريتويت سويت لهم بلوك .. ليش تعززون لهم وتردون عليهم هذول ذلفو عن قطر وافتكينا منهم خل ينابحون ومحد درى عنهم
362,-1,"@sa_vadorr خسرتي والدينك وهلك وبلدك عشان تعصين الله وتطلعين متبرجة في الشارع 👎
الله يهديك لرشدك وعقلك"
363,-1,@sa_vadorr الحمدلله نشكر الله على نعمة الاهل وان فمرحله فحياتنا اخطينا ( المراهقه ) وحاولو يوجهونا بطريقتهم ماسميها تعنيف قد ماسميها حب وخوف والحمدلله كبرنا وفهمنا واشكرهم مليون مره ان يوم جينا صوب الغلط قالو لنا لا ! وعشنا الحمدلله حياه طبيعيه ونسال الله حسن الخاتمه ❤️
364,0,@sa_vadorr انتي متأكدة إنج تتكلمين عن قطر ؟ 🧐🤔
365,0,@sa_vadorr عزيزتي عايشه أتمنى من الله ان يهديك بهديه ويحفظك بخفضه ويسترك ويستر عليك نتمنى لك الهدااااايه ورجوع للحق اكثري من الدعاء للنفسك ان يهديك ربك لما يحب ويرضى والله انه يحزن قلوبنا فعلك بنفسك وأنتي لازلتي في مقتبل العمر هداك الله للحق وصواب وسترك بستره الذي لاينكشف
366,0,@sa_vadorr @ArabianDalal الحمد لله على نعمة الحجاب في السعودية
367,0,@sa_vadorr طلعتي مزه خلاص ارجعي والله نعنفش 🤣🤣
368,0,@sa_vadorr @M_AlSanadi انتي اكثر وحدة تدرين في قرارة نفسك ان كلامها صحيح.
